Date,Discharge,BOD,TSS,OG,pH,Phenols,COD
11/7/2016,,,19,nil,8,<0.1,40
11/8/2016,,,12,No data,No data,No data,15
11/9/2016,No discharge,,11,nil,7,<0.1,136
11/10/2016,No discharge,,13,nil,7,<0.1,79
11/11/2016,,,11,nil,7,<0.1,60
11/12/2016,,,5,nil,7,<0.1,60
11/13/2016,,,10,nil,8,<0.1,59
11/14/2016,,,16,nil,7,<0.1,57
11/15/2016,,,12,nil,8,<0.1,60
11/16/2016,,,22,nil,7,<0.1,60
11/17/2016,No discharge,,28,nil,8,<0.1,102
11/18/2016,No discharge,,32,nil,8,0.1,80
11/19/2016,,,34,nil,8,<0.1,22
11/20/2016,No discharge,,No data,nil,8,<0.1,159
11/21/2016,No discharge,18,38,nil,9,<0.1,180
11/22/2016,No discharge,,26,nil,8,<0.1,80
11/23/2016,,,26,nil,8,<0.1,60
11/24/2016,,,20,nil,7,<0.1,60
11/25/2016,,,9,nil,6,<0.1,60
11/26/2016,,,28,nil,6,<0.1,60
11/27/2016,,,15,nil,8,<0.1,60
11/28/2016,,,9,nil,8,<0.1,60
11/29/2016,,,11,nil,8,<0.1,60
11/30/2016,,,23,nil,8,<0.1,39
12/1/2016,,,49,nil,7,<0.1,38
12/2/2016,,,40,nil,7,<0.1,43
12/3/2016,,,6,nil,7,<0.1,54
12/4/2016,,,22,nil,6,<0.1,37
12/5/2016,No discharge,60,27,nil,8,<0.1,36
12/6/2016,,,36,nil,8,<0.1,41
12/7/2016,,,32,nil,7,<0.1,42
12/8/2016,,,49,nil,7,<0.1,58
12/9/2016,No discharge,,904,nil,8,<0.1,54
12/10/2016,,,14,nil,7,<0.1,60
12/11/2016,,,17,nil,7,<0.1,56
12/12/2016,No discharge,49,19,nil,8,<0.1,60
12/13/2016,,,24,nil,7,<0.1,45
12/14/2016,No discharge,,3,nil,8,<0.1,83
12/15/2016,,,15,No data,No data,No data,22
12/16/2016,No discharge,,101,nil,8,<0.1,132
12/17/2016,No discharge,,98,nil,8,<0.1,165
12/18/2016,No discharge,,104,nil,9,<0.1,185
12/19/2016,No discharge,,137,nil,9,<0.1,103
12/20/2016,,,45,nil,6,<0.1,30
12/21/2016,,,49,nil,7,<0.1,60
12/22/2016,,,34,nil,6,<0.1,60
12/23/2016,,,47,nil,8,<0.1,57
12/24/2016,No discharge,,75,No data,No data,No data,23
12/25/2016,,,16,nil,7,<0.1,60
12/26/2016,No discharge,,69,nil,7,<0.1,60
12/27/2016,No discharge,,403,nil,9,<0.1,83
12/28/2016,No discharge,,70,nil,9,<0.1,90
12/29/2016,No discharge,,No data,nil,7,<0.1,56
12/30/2016,No discharge,,55,nil,7,<0.1,60
12/31/2016,No discharge,,No data,nil,8,<0.1,45
1/1/2017,,,50,-,7,0.05,60
1/2/2017,,,50,-,7,-,35
1/3/2017,,,50,-,7,0.05,58
1/4/2017,,25,50,-,7,0.05,49
1/5/2017,,,49,-,7,0.05,42
1/6/2017,,,50,-,7,0.05,45
1/7/2017,,,50,-,7,0.05,38
1/8/2017,,,50,-,7,0.05,47
1/9/2017,,,50,-,7,0.05,52
1/10/2017,,29,50,-,7,0.05,58
1/11/2017,,,28,-,6,0.05,60
1/12/2017,,,31,-,7,0.05,56
1/13/2017,,,36,-,7,0.05,60
1/14/2017,,,35,-,7,0.05,20
1/15/2017,,,28,-,7,0.05,60
1/16/2017,,26,44,-,7,0.05,54
1/17/2017,,,44,-,7,0.05,60
1/18/2017,,,40,-,7,0.05,48
1/19/2017,,,43,-,7,0.05,50
1/20/2017,,,45,-,7,0.05,52
1/21/2017,,,50,-,7,0.05,48
1/22/2017,,,50,-,8,0.05,59
1/23/2017,,30,5,-,7,0.05,60
1/24/2017,,,50,-,7,0.05,60
1/25/2017,,,50,-,7,0.05,44
1/26/2017,,,50,-,7,0.05,36
1/27/2017,,,17,-,7,0.05,48
1/28/2017,,,47,-,8,0.05,60
1/29/2017,,,50,-,8,0.05,50
1/30/2017,,18,50,-,8,0.05,35
1/31/2017,,,50,-,7,0.05,60
2/1/2017,No discharge,,45,-,7,0.05,75
2/2/2017,,,50,-,7,0.05,50
2/3/2017,,,50,-,7,0.05,58
2/4/2017,,,50,-,7,0.05,60
2/5/2017,,,40,-,8,0.05,55
2/6/2017,,26,46,-,7,0.05,52
2/7/2017,,,33,-,7,0.05,60
2/8/2017,,,36,-,7,0.05,60
2/9/2017,,,29,-,7,0.05,60
2/10/2017,,,49,-,7,0.05,25
2/11/2017,,,48,-,7,0.05,40
2/12/2017,,,39,-,7,0.05,36
2/13/2017,,,39,-,7,0.05,42
2/14/2017,,,50,-,7,0.05,54
2/15/2017,,,50,-,7,0.05,58
2/16/2017,,,43,-,7,0.05,38
2/17/2017,,,50,-,8,0.05,25
2/18/2017,,,50,-,7,0.05,54
2/19/2017,,,49,-,8,0.05,38
2/20/2017,,17,49,-,8,0.05,33
2/21/2017,,,52,-,8,0.05,30
2/22/2017,,,52,-,7,0.05,38
2/23/2017,,,35,-,7,0.05,51
2/24/2017,,,33,-,7,0.05,56
2/25/2017,,,50,-,7,0.05,60
2/26/2017,,,50,-,8,0.05,42
2/27/2017,,30,49,-,7,0.05,59
2/28/2017,,,22,-,8,0.05,60
3/1/2017,,,38,-,7,0.05,0
3/2/2017,,,36,-,7,0.05,44
3/3/2017,,,41,-,7,0.05,52
3/4/2017,,,44,-,8,0.05,25
3/5/2017,,,31,-,7,0.05,25
3/6/2017,,12,29,-,8,0.05,23
3/7/2017,,,24,-,7,0.05,26
3/8/2017,,,25,-,7,0.05,60
3/9/2017,,,33,-,7,0.05,58
3/10/2017,,,30,-,7,0.05,60
3/11/2017,,,34,-,7,0.05,37
3/12/2017,,,30,-,7,0.05,28
3/13/2017,,22,19,-,7,0.05,60
3/14/2017,,,4,-,7,0.05,60
3/15/2017,,,21,-,7,0.05,60
3/16/2017,,,43,-,7,0.05,60
3/17/2017,,,50,-,7,0.05,27
3/18/2017,,,50,-,7,0.05,21
3/19/2017,,,50,-,7,0.05,60
3/20/2017,,26,44,-,7,0.05,52
3/21/2017,,,34,-,7,0.05,60
3/22/2017,,,46,-,7,0.05,48
3/23/2017,,,44,-,7,0.05,60
3/24/2017,,,49,-,7,0.05,60
3/25/2017,,,50,-,7,0.05,32
3/26/2017,,,50,-,7,0.05,58
3/27/2017,,28,38,-,7,0.05,55
3/28/2017,,,36,-,7,0.05,50
3/29/2017,,,41,-,7,0.05,60
3/30/2017,,,44,-,7,0.05,60
3/31/2017,,,31,-,7,0.05,55
4/1/2017,,,28,5,7,<0.1,48
4/2/2017,,,39,nil,7,<0.1,53
4/3/2017,,25,14,nil,7,<0.1,50
4/4/2017,,,9,nil,8,<0.1,56
4/5/2017,,,7,nil,8,<0.1,38
4/6/2017,,,10,nil,7,<0.1,57
4/7/2017,,,14,nil,7,<0.1,46
4/8/2017,,,18,nil,7,<0.1,47
4/9/2017,,,26,nil,7,<0.1,48
4/10/2017,,28,26,no data,no data,no data,56
4/11/2017,,,23,nil,7,<0.1,32
4/12/2017,,,45,nil,6,<0.1,40
4/13/2017,,,27,nil,6,<0.1,42
4/14/2017,,,13,nil,7,<0.1,52
4/15/2017,,,17,nil,7,<0.1,43
4/16/2017,,,18,nil,7,<0.1,37
4/17/2017,,17,13,nil,6,<0.1,34
4/18/2017,,,4,no data,no data,no data,46
4/19/2017,,,6,nil,7,<0.1,43
4/20/2017,,,28,nil,7,<0.1,18
4/21/2017,,,18,nil,7,<0.2,28
4/22/2017,,,23,no data,no data,no data,42
4/23/2017,,,26,no data,no data,no data,44
4/24/2017,,20,11,no data,no data,no data,40
4/25/2017,,,15,no data,no data,no data,44
4/26/2017,,,18,no data,no data,no data,52
4/27/2017,,,28,nil,7,0.1,44
4/28/2017,,,22,nil,7,<0.1,24
4/29/2017,,,20,nil,7,<0.1,7
4/30/2017,,,25,nil,7,<0.1,35
5/1/2017,,,49,nil,7,<0.1,29
5/2/2017,,,48,nil,7,<0.1,28
5/3/2017,,14,36,nil,7,<0.1,8
5/4/2017,,,13,nil,7,<0.1,21
5/5/2017,,,50,nil,7,<0.1,39
5/6/2017,,,38,nil,7,<0.1,34
5/7/2017,,,35,nil,7,<0.1,31
5/8/2017,,16,16,nil,7,<0.1,23
5/9/2017,,,22,nil,7,<0.1,17
5/10/2017,,,28,nil,7,<0.1,18
5/11/2017,,,25,nil,7,<0.1,14
5/12/2017,,,21,nil,7,<0.1,21
5/13/2017,,,12,nil,7,<0.1,9
5/14/2017,,,10,nil,7,<0.1,8
5/15/2017,,19,11,nil,7,<0.1,32
5/16/2017,,,9,nil,7,<0.1,25
5/17/2017,,,9,nil,9,<0.1,37
5/18/2017,,,11,nil,7,<0.1,41
5/19/2017,,,13,nil,8,<0.1,29
5/20/2017,,,19,nil,7,<0.1,19
5/21/2017,,,34,nil,7,<0.1,30
5/22/2017,,18,27,nil,7,<0.1,21
5/23/2017,,,43,nil,7,<0.1,14
5/24/2017,,,25,nil,7,<0.1,15
5/25/2017,,,34,nil,7,<0.1,21
5/26/2017,,,41,nil,7,<0.1,27
5/27/2017,,,47,nil,7,<0.1,22
5/28/2017,,,41,nil,7,<0.1,15
5/29/2017,,10,38,nil,7,<0.1,19
5/30/2017,,,19,nil,7,<0.1,59
5/31/2017,,,24,nil,7,<0.1,45
6/1/2017,,,,nil,7,<0.1,35
6/2/2017,,,,nil,7,<0.1,29
6/3/2017,,,,nil,7,<0.1,52
6/4/2017,,,,nil,7,<0.1,52
6/5/2017,,24,,nil,7,<0.1,48
6/6/2017,,,,nil,7,<0.1,44
6/7/2017,,,,nil,7,<0.1,51
6/8/2017,,,,nil,7,<0.1,58
6/9/2017,,,,nil,7,<0.1,60
6/10/2017,,,,nil,7,<0.1,20
6/11/2017,,,,nil,7,<0.1,52
6/12/2017,,,,nil,7,<0.1,50
6/13/2017,,27,,nil,7,<0.1,53
6/14/2017,,,,nil,7,<0.1,50
6/15/2017,,,,nil,7,<0.1,41
6/16/2017,,,,nil,7,<0.1,55
6/17/2017,,,,nil,7,<0.1,60
6/18/2017,,,,nil,7,<0.1,60
6/19/2017,,28,,nil,7,<0.1,56
6/20/2017,,,,nil,7,<0.1,52
6/21/2017,,,,nil,7,<0.1,51
6/22/2017,,,,nil,7,<0.1,60
6/23/2017,,,,nil,7,<0.1,58
6/24/2017,,,,nil,7,<0.1,52
6/25/2017,,,,nil,7,<0.1,43
6/26/2017,,,,nil,7,<0.1,49
6/27/2017,,,,nil,7,<0.1,30
6/28/2017,,,,nil,7,<0.1,36
6/29/2017,,,,nil,7,<0.1,35
6/30/2017,,,,nil,7,<0.1,41
7/1/2017,,,22,1.94,7.36,0.01,42
7/2/2017,,,15,1.22,6.66,0.01,45
7/3/2017,,20,16,0.78,6.7,0.01,40
7/4/2017,,,21,1.16,6.07,0.01,38
7/5/2017,,,12,1.74,6.37,0.01,45
7/6/2017,,,15,3.56,6.27,0.01,43
7/7/2017,,,14,0.74,7.74,0.01,37
7/8/2017,,,18,1.8,6.48,0.01,31
7/9/2017,,,14,1.52,7.57,0.01,40
7/10/2017,,10,22,0.93,6.43,0.01,41
7/11/2017,,,23,1.69,6.17,0.01,45
7/12/2017,,,25,0.95,6.64,0.01,45
7/13/2017,,,44,2.7,7.11,0.01,56
7/14/2017,,,36,1.01,7.68,0.01,46
7/15/2017,,,18,1.49,6.82,0.01,43
7/16/2017,,,21,1.7,7.03,0.01,41
7/17/2017,,24,27,1.49,6.63,0.01,48
7/18/2017,,,24,0.47,10.1,0.01,45
7/19/2017,,,24,0.52,7.44,0.01,44
7/20/2017,,,21,1.31,6.93,0.01,49
7/21/2017,,,18,1.62,7.12,0.01,40
7/22/2017,,,15,5.1,7.68,0.01,48
7/23/2017,,,-,2.08,7.82,0.01,39
7/24/2017,No discharge,20,65,1.1,8.2,0.01,41
7/25/2017,No discharge,,52,2.08,8.15,0.01,40
7/26/2017,,,17,2.24,7.95,0.025,34
7/27/2017,,,22,-,8.23,0.03,35
7/28/2017,,,28,-,7.97,0,49
7/29/2017,,,32,-,8.17,0.038,47
7/30/2017,,,26,2.29,8.05,0.01,37
7/31/2017,,,36,1.88,7.7,0.02,47
8/1/2017,,,28,2.32,7.23,0.01,43
8/2/2017,,,35,1.76,7.56,0.04,34
8/3/2017,,,28,1.79,6.99,0.04,41
8/4/2017,,,20,2.75,7.25,0.038,36
8/5/2017,,,18,8.03,7.22,0.03,32
8/6/2017,,,21,9.86,7.3,0,35
8/7/2017,No discharge,25,43,1.86,7.69,0.06,49
8/8/2017,,,32,1.19,7.99,0,43
8/9/2017,,,40,1.17,7.33,0.03,41
8/10/2017,,,32,1.57,7.81,0.02,42
8/11/2017,,,24,0.45,7.18,0.002,38
8/12/2017,,,15,0.59,7.66,0.01,35
8/13/2017,,,6,0.56,7.81,0,33
8/14/2017,,20,7,0.57,8.17,0.018,39
8/15/2017,,,9,0.46,8.14,0.04,41
8/16/2017,,,77,1.64,8.26,0.048,40
8/17/2017,,,9,1.91,8.93,0.01,45
8/18/2017,,,77,1.53,8.43,0.004,41
8/19/2017,No discharge,,6,0.62,8.15,0.06,33
8/20/2017,,,77,0.75,8.24,0.02,33
8/21/2017,,,5,2.54,8.31,0.039,35
8/22/2017,,18,6,2.39,8.26,0.01,35
8/23/2017,,,7,2.31,8.4,0.042,37
8/24/2017,,,5,0.71,8.2,0.009,40
8/25/2017,,,4,0.71,8.16,0.046,35
8/26/2017,,,6,2.54,7.87,0.034,39
8/27/2017,No discharge,,3,0.71,7.92,0.07,33
8/28/2017,,,6,0.76,8.18,0.01,34
8/29/2017,,21,5,0,7.8,0.02,41
8/30/2017,No discharge,,5,0.43,7.08,0.08,41
8/31/2017,,,5,0.76,6.72,0.02,44
9/1/2017,,,9,2.52,7.09,0.026,46
9/2/2017,No discharge,,19,0.77,7.41,0.043,77
9/3/2017,No discharge,,30,1.88,6.95,0.017,80
9/4/2017,No discharge,,12,0.75,7.35,0.068,65
9/5/2017,No discharge,30,11,0.45,7.7,0.063,59
9/6/2017,,,9,7.98,7.09,0.037,55
9/7/2017,,,13,2.65,7.28,0.042,48
9/8/2017,,,15,2,6.8,0.02,48
9/9/2017,,,17,0.9,6.38,0.052,53
9/10/2017,,,14,0.87,7.09,-,34
9/11/2017,,26,15,1,7.5,0.05,51
9/12/2017,,,8,2,7.3,0.03,44
9/13/2017,,,12,1,7.8,-,51
9/14/2017,,,9,0,7.1,0.05,42
9/15/2017,No discharge,,5,1,7,0.07,30
9/16/2017,,,9,0,7.7,0.02,44
9/17/2017,,,17,1,6.4,0.05,53
9/18/2017,,21,8,1.32,7.74,0.018,41
9/19/2017,,,4,0.91,7.41,0.024,36
9/20/2017,,,5,1.04,7.2,0.032,27
9/21/2017,,,5,1.47,7.63,0.019,27
9/22/2017,,,3,1.42,7.7,0.033,26
9/23/2017,,,5,0.45,8.15,0.025,25
9/24/2017,No discharge,,6,0.6,8.03,0.043,68
9/25/2017,No discharge,,5,0.76,7.66,0.041,70
9/26/2017,No discharge,30,19,0.78,7.38,0.028,59
9/27/2017,No discharge,,3,1.42,7.7,0.033,29
9/28/2017,No discharge,,5,0.45,8.15,0.025,32
9/29/2017,No discharge,,6,0.6,8.03,0.042,68
9/30/2017,,,5,0.76,7.66,0.041,56
