Date,Discharge,BOD,TSS,OG,pH,Phenols,COD
12/9/2016,,,,1,7,0.01,29
12/10/2016,,,,1,7,0.02,14
12/11/2016,,,,1,7,0.01,27
12/12/2016,,16,12,1,7,0.01,27
12/13/2016,,,,1,7,0.01,15
12/14/2016,,,,1,7,0.02,18
12/15/2016,,,,1,7,0.01,14
12/16/2016,,,,1,7,0.01,39
12/17/2016,,,,1,7,0.03,31
12/18/2016,,,,1,7,0.01,25
12/19/2016,,13,44,1,7,0.01,12
12/20/2016,,,,1,7,0.01,15
12/21/2016,,,,1,8,0.01,27
12/22/2016,,,,1,7,0.04,28
12/23/2016,,,,1,7,0.01,16
12/24/2016,,,,1,7,0.03,11
12/25/2016,,,,1,6,0.01,57
12/26/2016,,,,1,8,0.01,53
12/27/2016,,,,1,6,0.02,54
12/28/2016,,,,1,7,0.01,12
12/29/2016,,,,1,7,0.01,18
12/30/2016,,,,1,7,0.02,10
12/31/2016,,,,1,7,0.01,19
1/1/2017,,,,1,7,0.02,39
1/2/2017,,,,1,7,0.01,48
1/3/2017,,,,1,7,0.04,42
1/4/2017,,25,30,2,7,0.03,81
1/5/2017,,,,2,7,0.01,58
1/6/2017,,,,1,6,0.04,57
1/7/2017,,,,1,7,0.05,23
1/8/2017,,,,1,7,-,38
1/9/2017,,26,27,1,7,0.01,43
1/10/2017,,,,1,7,0.02,53
1/11/2017,,,,1,7,0.04,58
1/12/2017,,,,1,7,0.02,38
1/13/2017,,,,1,7,0.02,47
1/14/2017,,,,1,7,0.01,41
1/15/2017,,,,1,7,0.02,38
1/16/2017,,27,26,1,7,0.04,33
