"Date","Discharge","BOD","TSS","OG","pH","Phenols","COD","Source"
2017-01-12,NA,NA,31,NA,7,0.05,56,"WWTP-2"
2017-01-13,NA,NA,36,NA,7,0.05,60,"WWTP-2"
2017-01-14,NA,NA,35,NA,7,0.05,20,"WWTP-2"
2017-01-15,NA,NA,28,NA,7,0.05,60,"WWTP-2"
2017-01-16,NA,26,44,NA,7,0.05,54,"WWTP-2"
2017-01-17,NA,NA,44,NA,7,0.05,60,"WWTP-2"
2017-01-18,NA,NA,40,NA,7,0.05,48,"WWTP-2"
2017-01-19,NA,NA,43,NA,7,0.05,50,"WWTP-2"
2017-01-20,NA,NA,45,NA,7,0.05,52,"WWTP-2"
2017-01-21,NA,NA,50,NA,7,0.05,48,"WWTP-2"
2017-01-22,NA,NA,50,NA,8,0.05,59,"WWTP-2"
2017-01-23,NA,30,5,NA,7,0.05,60,"WWTP-2"
2017-01-24,NA,NA,50,NA,7,0.05,60,"WWTP-2"
2017-01-25,NA,NA,50,NA,7,0.05,44,"WWTP-2"
2017-01-26,NA,NA,50,NA,7,0.05,36,"WWTP-2"
2017-01-27,NA,NA,17,NA,7,0.05,48,"WWTP-2"
2017-01-28,NA,NA,47,NA,8,0.05,60,"WWTP-2"
2017-01-29,NA,NA,50,NA,8,0.05,50,"WWTP-2"
2017-01-30,NA,18,50,NA,8,0.05,35,"WWTP-2"
2017-01-31,NA,NA,50,NA,7,0.05,60,"WWTP-2"
2017-02-02,NA,NA,50,NA,7,0.05,50,"WWTP-2"
2017-02-03,NA,NA,50,NA,7,0.05,58,"WWTP-2"
2017-02-04,NA,NA,50,NA,7,0.05,60,"WWTP-2"
2017-02-05,NA,NA,40,NA,8,0.05,55,"WWTP-2"
2017-02-06,NA,26,46,NA,7,0.05,52,"WWTP-2"
2017-02-07,NA,NA,33,NA,7,0.05,60,"WWTP-2"
2017-02-08,NA,NA,36,NA,7,0.05,60,"WWTP-2"
2017-02-09,NA,NA,29,NA,7,0.05,60,"WWTP-2"
2017-02-10,NA,NA,49,NA,7,0.05,25,"WWTP-2"
2017-02-11,NA,NA,48,NA,7,0.05,40,"WWTP-2"
2017-02-12,NA,NA,39,NA,7,0.05,36,"WWTP-2"
2017-02-13,NA,NA,39,NA,7,0.05,42,"WWTP-2"
2017-02-14,NA,NA,50,NA,7,0.05,54,"WWTP-2"
2017-02-15,NA,NA,50,NA,7,0.05,58,"WWTP-2"
2017-02-16,NA,NA,43,NA,7,0.05,38,"WWTP-2"
2017-02-17,NA,NA,50,NA,8,0.05,25,"WWTP-2"
2017-02-18,NA,NA,50,NA,7,0.05,54,"WWTP-2"
2017-02-19,NA,NA,49,NA,8,0.05,38,"WWTP-2"
2017-02-20,NA,17,49,NA,8,0.05,33,"WWTP-2"
2017-02-21,NA,NA,52,NA,8,0.05,30,"WWTP-2"
2017-02-22,NA,NA,52,NA,7,0.05,38,"WWTP-2"
2017-02-23,NA,NA,35,NA,7,0.05,51,"WWTP-2"
2017-02-24,NA,NA,33,NA,7,0.05,56,"WWTP-2"
2017-02-25,NA,NA,50,NA,7,0.05,60,"WWTP-2"
2017-02-26,NA,NA,50,NA,8,0.05,42,"WWTP-2"
2017-02-27,NA,30,49,NA,7,0.05,59,"WWTP-2"
2017-02-28,NA,NA,22,NA,8,0.05,60,"WWTP-2"
2017-03-01,NA,NA,38,NA,7,0.05,0,"WWTP-2"
2017-03-02,NA,NA,36,NA,7,0.05,44,"WWTP-2"
2017-03-03,NA,NA,41,NA,7,0.05,52,"WWTP-2"
2017-03-04,NA,NA,44,NA,8,0.05,25,"WWTP-2"
2017-03-05,NA,NA,31,NA,7,0.05,25,"WWTP-2"
2017-03-06,NA,12,29,NA,8,0.05,23,"WWTP-2"
2017-03-07,NA,NA,24,NA,7,0.05,26,"WWTP-2"
2017-03-08,NA,NA,25,NA,7,0.05,60,"WWTP-2"
2017-03-09,NA,NA,33,NA,7,0.05,58,"WWTP-2"
2017-03-10,NA,NA,30,NA,7,0.05,60,"WWTP-2"
2017-03-11,NA,NA,34,NA,7,0.05,37,"WWTP-2"
2017-03-12,NA,NA,30,NA,7,0.05,28,"WWTP-2"
2017-03-13,NA,22,19,NA,7,0.05,60,"WWTP-2"
2017-03-14,NA,NA,4,NA,7,0.05,60,"WWTP-2"
2017-03-15,NA,NA,21,NA,7,0.05,60,"WWTP-2"
2017-03-16,NA,NA,43,NA,7,0.05,60,"WWTP-2"
2017-03-17,NA,NA,50,NA,7,0.05,27,"WWTP-2"
2017-03-18,NA,NA,50,NA,7,0.05,21,"WWTP-2"
2017-03-19,NA,NA,50,NA,7,0.05,60,"WWTP-2"
2017-03-20,NA,26,44,NA,7,0.05,52,"WWTP-2"
2017-03-21,NA,NA,34,NA,7,0.05,60,"WWTP-2"
2017-03-22,NA,NA,46,NA,7,0.05,48,"WWTP-2"
2017-03-23,NA,NA,44,NA,7,0.05,60,"WWTP-2"
2017-03-24,NA,NA,49,NA,7,0.05,60,"WWTP-2"
2017-03-25,NA,NA,50,NA,7,0.05,32,"WWTP-2"
2017-03-26,NA,NA,50,NA,7,0.05,58,"WWTP-2"
2017-03-27,NA,28,38,NA,7,0.05,55,"WWTP-2"
2017-03-28,NA,NA,36,NA,7,0.05,50,"WWTP-2"
2017-03-29,NA,NA,41,NA,7,0.05,60,"WWTP-2"
2017-03-30,NA,NA,44,NA,7,0.05,60,"WWTP-2"
2017-03-31,NA,NA,31,NA,7,0.05,55,"WWTP-2"
2017-04-01,NA,NA,28,5,7,NA,48,"WWTP-2"
2017-04-02,NA,NA,39,0,7,NA,53,"WWTP-2"
2017-04-03,NA,25,14,0,7,NA,50,"WWTP-2"
2017-04-04,NA,NA,9,0,8,NA,56,"WWTP-2"
2017-04-05,NA,NA,7,0,8,NA,38,"WWTP-2"
2017-04-06,NA,NA,10,0,7,NA,57,"WWTP-2"
2017-04-07,NA,NA,14,0,7,NA,46,"WWTP-2"
2017-04-08,NA,NA,18,0,7,NA,47,"WWTP-2"
2017-04-09,NA,NA,26,0,7,NA,48,"WWTP-2"
2017-04-10,NA,28,26,NA,NA,NA,56,"WWTP-2"
2017-04-11,NA,NA,23,0,7,NA,32,"WWTP-2"
2017-04-12,NA,NA,45,0,6,NA,40,"WWTP-2"
2017-04-13,NA,NA,27,0,6,NA,42,"WWTP-2"
2017-04-14,NA,NA,13,0,7,NA,52,"WWTP-2"
2017-04-15,NA,NA,17,0,7,NA,43,"WWTP-2"
2017-04-16,NA,NA,18,0,7,NA,37,"WWTP-2"
2017-04-17,NA,17,13,0,6,NA,34,"WWTP-2"
2017-04-18,NA,NA,4,NA,NA,NA,46,"WWTP-2"
2017-04-19,NA,NA,6,0,7,NA,43,"WWTP-2"
2017-04-20,NA,NA,28,0,7,NA,18,"WWTP-2"
2017-04-21,NA,NA,18,0,7,NA,28,"WWTP-2"
2017-04-22,NA,NA,23,NA,NA,NA,42,"WWTP-2"
2017-04-23,NA,NA,26,NA,NA,NA,44,"WWTP-2"
2017-04-24,NA,20,11,NA,NA,NA,40,"WWTP-2"
2017-04-25,NA,NA,15,NA,NA,NA,44,"WWTP-2"
2017-04-26,NA,NA,18,NA,NA,NA,52,"WWTP-2"
2017-04-27,NA,NA,28,0,7,0.1,44,"WWTP-2"
2017-04-28,NA,NA,22,0,7,NA,24,"WWTP-2"
2017-04-29,NA,NA,20,0,7,NA,7,"WWTP-2"
2017-04-30,NA,NA,25,0,7,NA,35,"WWTP-2"
2017-05-01,NA,NA,49,0,7,NA,29,"WWTP-2"
2017-05-02,NA,NA,48,0,7,NA,28,"WWTP-2"
2017-05-03,NA,14,36,0,7,NA,8,"WWTP-2"
2017-05-04,NA,NA,13,0,7,NA,21,"WWTP-2"
2017-05-05,NA,NA,50,0,7,NA,39,"WWTP-2"
2017-05-06,NA,NA,38,0,7,NA,34,"WWTP-2"
2017-05-07,NA,NA,35,0,7,NA,31,"WWTP-2"
2017-05-08,NA,16,16,0,7,NA,23,"WWTP-2"
2017-05-09,NA,NA,22,0,7,NA,17,"WWTP-2"
2017-05-10,NA,NA,28,0,7,NA,18,"WWTP-2"
2017-05-11,NA,NA,25,0,7,NA,14,"WWTP-2"
2017-05-12,NA,NA,21,0,7,NA,21,"WWTP-2"
2017-05-13,NA,NA,12,0,7,NA,9,"WWTP-2"
2017-05-14,NA,NA,10,0,7,NA,8,"WWTP-2"
2017-05-15,NA,19,11,0,7,NA,32,"WWTP-2"
2017-05-16,NA,NA,9,0,7,NA,25,"WWTP-2"
2017-05-17,NA,NA,9,0,9,NA,37,"WWTP-2"
2017-05-18,NA,NA,11,0,7,NA,41,"WWTP-2"
2017-05-19,NA,NA,13,0,8,NA,29,"WWTP-2"
2017-05-20,NA,NA,19,0,7,NA,19,"WWTP-2"
2017-05-21,NA,NA,34,0,7,NA,30,"WWTP-2"
2017-05-22,NA,18,27,0,7,NA,21,"WWTP-2"
2017-05-23,NA,NA,43,0,7,NA,14,"WWTP-2"
2017-05-24,NA,NA,25,0,7,NA,15,"WWTP-2"
2017-05-25,NA,NA,34,0,7,NA,21,"WWTP-2"
2017-05-26,NA,NA,41,0,7,NA,27,"WWTP-2"
2017-05-27,NA,NA,47,0,7,NA,22,"WWTP-2"
2017-05-28,NA,NA,41,0,7,NA,15,"WWTP-2"
2017-05-29,NA,10,38,0,7,NA,19,"WWTP-2"
2017-05-30,NA,NA,19,0,7,NA,59,"WWTP-2"
2017-05-31,NA,NA,24,0,7,NA,45,"WWTP-2"
2017-06-01,NA,NA,NA,0,7,NA,35,"WWTP-2"
2017-06-02,NA,NA,NA,0,7,NA,29,"WWTP-2"
2017-06-03,NA,NA,NA,0,7,NA,52,"WWTP-2"
2017-06-04,NA,NA,NA,0,7,NA,52,"WWTP-2"
2017-06-05,NA,24,NA,0,7,NA,48,"WWTP-2"
2017-06-06,NA,NA,NA,0,7,NA,44,"WWTP-2"
2017-06-07,NA,NA,NA,0,7,NA,51,"WWTP-2"
2017-06-08,NA,NA,NA,0,7,NA,58,"WWTP-2"
2017-06-09,NA,NA,NA,0,7,NA,60,"WWTP-2"
2017-06-10,NA,NA,NA,0,7,NA,20,"WWTP-2"
2017-06-11,NA,NA,NA,0,7,NA,52,"WWTP-2"
2017-06-12,NA,NA,NA,0,7,NA,50,"WWTP-2"
2017-06-13,NA,27,NA,0,7,NA,53,"WWTP-2"
2017-06-14,NA,NA,NA,0,7,NA,50,"WWTP-2"
2017-06-15,NA,NA,NA,0,7,NA,41,"WWTP-2"
2017-06-16,NA,NA,NA,0,7,NA,55,"WWTP-2"
2017-06-17,NA,NA,NA,0,7,NA,60,"WWTP-2"
2017-06-18,NA,NA,NA,0,7,NA,60,"WWTP-2"
2017-06-19,NA,28,NA,0,7,NA,56,"WWTP-2"
2017-06-20,NA,NA,NA,0,7,NA,52,"WWTP-2"
2017-06-21,NA,NA,NA,0,7,NA,51,"WWTP-2"
2017-06-22,NA,NA,NA,0,7,NA,60,"WWTP-2"
2017-06-23,NA,NA,NA,0,7,NA,58,"WWTP-2"
2017-06-24,NA,NA,NA,0,7,NA,52,"WWTP-2"
2017-06-25,NA,NA,NA,0,7,NA,43,"WWTP-2"
2017-06-26,NA,NA,NA,0,7,NA,49,"WWTP-2"
2017-06-27,NA,NA,NA,0,7,NA,30,"WWTP-2"
2017-06-28,NA,NA,NA,0,7,NA,36,"WWTP-2"
2017-06-29,NA,NA,NA,0,7,NA,35,"WWTP-2"
2017-06-30,NA,NA,NA,0,7,NA,41,"WWTP-2"
2017-07-01,NA,NA,22,1.94,7.36,0.01,42,"WWTP-2"
2017-07-02,NA,NA,15,1.22,6.66,0.01,45,"WWTP-2"
2017-07-03,NA,20,16,0.78,6.7,0.01,40,"WWTP-2"
2017-07-04,NA,NA,21,1.16,6.07,0.01,38,"WWTP-2"
2017-07-05,NA,NA,12,1.74,6.37,0.01,45,"WWTP-2"
2017-07-06,NA,NA,15,3.56,6.27,0.01,43,"WWTP-2"
2017-07-07,NA,NA,14,0.74,7.74,0.01,37,"WWTP-2"
2017-07-08,NA,NA,18,1.8,6.48,0.01,31,"WWTP-2"
2017-07-09,NA,NA,14,1.52,7.57,0.01,40,"WWTP-2"
2017-07-10,NA,10,22,0.93,6.43,0.01,41,"WWTP-2"
2017-07-11,NA,NA,23,1.69,6.17,0.01,45,"WWTP-2"
2017-07-12,NA,NA,25,0.95,6.64,0.01,45,"WWTP-2"
2017-07-13,NA,NA,44,2.7,7.11,0.01,56,"WWTP-2"
2017-07-14,NA,NA,36,1.01,7.68,0.01,46,"WWTP-2"
2017-07-15,NA,NA,18,1.49,6.82,0.01,43,"WWTP-2"
2017-07-16,NA,NA,21,1.7,7.03,0.01,41,"WWTP-2"
2017-07-17,NA,24,27,1.49,6.63,0.01,48,"WWTP-2"
2017-07-18,NA,NA,24,0.47,10.1,0.01,45,"WWTP-2"
2017-07-19,NA,NA,24,0.52,7.44,0.01,44,"WWTP-2"
2017-07-20,NA,NA,21,1.31,6.93,0.01,49,"WWTP-2"
2017-07-21,NA,NA,18,1.62,7.12,0.01,40,"WWTP-2"
2017-07-22,NA,NA,15,5.1,7.68,0.01,48,"WWTP-2"
2017-07-23,NA,NA,NA,2.08,7.82,0.01,39,"WWTP-2"
2017-07-26,NA,NA,17,2.24,7.95,0.025,34,"WWTP-2"
2017-07-27,NA,NA,22,NA,8.23,0.03,35,"WWTP-2"
2017-07-28,NA,NA,28,NA,7.97,0,49,"WWTP-2"
2017-07-29,NA,NA,32,NA,8.17,0.038,47,"WWTP-2"
2017-07-30,NA,NA,26,2.29,8.05,0.01,37,"WWTP-2"
2017-07-31,NA,NA,36,1.88,7.7,0.02,47,"WWTP-2"
2017-08-01,NA,NA,28,2.32,7.23,0.01,43,"WWTP-2"
2017-08-02,NA,NA,35,1.76,7.56,0.04,34,"WWTP-2"
2017-08-03,NA,NA,28,1.79,6.99,0.04,41,"WWTP-2"
2017-08-04,NA,NA,20,2.75,7.25,0.038,36,"WWTP-2"
2017-08-05,NA,NA,18,8.03,7.22,0.03,32,"WWTP-2"
2017-08-06,NA,NA,21,9.86,7.3,0,35,"WWTP-2"
2017-08-08,NA,NA,32,1.19,7.99,0,43,"WWTP-2"
2017-08-09,NA,NA,40,1.17,7.33,0.03,41,"WWTP-2"
2017-08-10,NA,NA,32,1.57,7.81,0.02,42,"WWTP-2"
2017-08-11,NA,NA,24,0.45,7.18,0.002,38,"WWTP-2"
2017-08-12,NA,NA,15,0.59,7.66,0.01,35,"WWTP-2"
2017-08-13,NA,NA,6,0.56,7.81,0,33,"WWTP-2"
2017-08-14,NA,20,7,0.57,8.17,0.018,39,"WWTP-2"
2017-08-15,NA,NA,9,0.46,8.14,0.04,41,"WWTP-2"
2017-08-16,NA,NA,77,1.64,8.26,0.048,40,"WWTP-2"
2017-08-17,NA,NA,9,1.91,8.93,0.01,45,"WWTP-2"
2017-08-18,NA,NA,77,1.53,8.43,0.004,41,"WWTP-2"
2017-08-20,NA,NA,77,0.75,8.24,0.02,33,"WWTP-2"
2017-08-21,NA,NA,5,2.54,8.31,0.039,35,"WWTP-2"
2017-08-22,NA,18,6,2.39,8.26,0.01,35,"WWTP-2"
2017-08-23,NA,NA,7,2.31,8.4,0.042,37,"WWTP-2"
2017-08-24,NA,NA,5,0.71,8.2,0.009,40,"WWTP-2"
2017-08-25,NA,NA,4,0.71,8.16,0.046,35,"WWTP-2"
2017-08-26,NA,NA,6,2.54,7.87,0.034,39,"WWTP-2"
2017-08-28,NA,NA,6,0.76,8.18,0.01,34,"WWTP-2"
2017-08-29,NA,21,5,0,7.8,0.02,41,"WWTP-2"
2017-08-31,NA,NA,5,0.76,6.72,0.02,44,"WWTP-2"
2017-09-01,NA,NA,9,2.52,7.09,0.026,46,"WWTP-2"
2017-09-06,NA,NA,9,7.98,7.09,0.037,55,"WWTP-2"
2017-09-07,NA,NA,13,2.65,7.28,0.042,48,"WWTP-2"
2017-09-08,NA,NA,15,2,6.8,0.02,48,"WWTP-2"
2017-09-09,NA,NA,17,0.9,6.38,0.052,53,"WWTP-2"
2017-09-10,NA,NA,14,0.87,7.09,NA,34,"WWTP-2"
2017-09-11,NA,26,15,1,7.5,0.05,51,"WWTP-2"
2017-09-12,NA,NA,8,2,7.3,0.03,44,"WWTP-2"
2017-09-13,NA,NA,12,1,7.8,NA,51,"WWTP-2"
2017-09-14,NA,NA,9,0,7.1,0.05,42,"WWTP-2"
2017-09-16,NA,NA,9,0,7.7,0.02,44,"WWTP-2"
2017-09-17,NA,NA,17,1,6.4,0.05,53,"WWTP-2"
2017-09-18,NA,21,8,1.32,7.74,0.018,41,"WWTP-2"
2017-09-19,NA,NA,4,0.91,7.41,0.024,36,"WWTP-2"
2017-09-20,NA,NA,5,1.04,7.2,0.032,27,"WWTP-2"
2017-09-21,NA,NA,5,1.47,7.63,0.019,27,"WWTP-2"
2017-09-22,NA,NA,3,1.42,7.7,0.033,26,"WWTP-2"
2017-09-23,NA,NA,5,0.45,8.15,0.025,25,"WWTP-2"
2017-09-30,NA,NA,5,0.76,7.66,0.041,56,"WWTP-2"
